method,effort,replicate,sigma,tau,gamma,epsilon,S_0,I_0,R1_0,bs3,omegas5
IFAD-0,comparable,41,2.905411958694458,0.28682050108909607,20.95931053161621,21.10716438293457,0.017647812142968178,0.45616063475608826,0.45840615034103394,-2.606969118118286,-6.108648300170898
IFAD-0,comparable,42,2.969895362854004,0.2720285654067993,19.368616104125977,12.526495933532715,0.01511082798242569,0.3822573721408844,0.5016225576400757,-3.499020576477051,-9.3268404006958
IFAD-0,comparable,43,2.9896740913391113,0.28345513343811035,18.96246910095215,13.930649757385254,0.034858185797929764,0.3981892168521881,0.4925820529460907,-2.725691080093384,-11.707269668579102
IFAD-0,comparable,44,2.9670944213867188,0.2751816511154175,19.185626983642578,15.543063163757324,0.046491801738739014,0.40917304158210754,0.5226603150367737,-4.018331050872803,-8.940816879272461
IFAD-0,comparable,45,2.840765953063965,0.2881123423576355,16.703365325927734,13.695552825927734,0.004731300286948681,0.40886732935905457,0.5141209363937378,-7.341986179351807,-11.196992874145508
IFAD-0,comparable,46,2.906419038772583,0.27997198700904846,18.654878616333008,12.239095687866211,0.015090175904333591,0.3799852430820465,0.5352088212966919,-3.607572078704834,-12.28773307800293
IFAD-0,comparable,47,2.9893226623535156,0.2680633068084717,22.65016746520996,14.472248077392578,0.00847054272890091,0.3795776069164276,0.5523817539215088,-1.3228483200073242,-9.543643951416016
IFAD-0,comparable,48,2.998345375061035,0.2664271295070648,23.882831573486328,14.82658576965332,0.00647211167961359,0.37330514192581177,0.4600675702095032,-0.8220747709274292,-9.342369079589844
IFAD-0,comparable,49,2.7353765964508057,0.2913043797016144,19.950223922729492,11.52103042602539,0.032399922609329224,0.37616682052612305,0.5574684739112854,-3.080951452255249,-9.352962493896484
IFAD-0,comparable,50,3.153897523880005,0.26790449023246765,26.259742736816406,63.2570915222168,0.07680576294660568,0.516207754611969,0.12269534915685654,-0.2616857588291168,-7.893617153167725
IFAD-0,comparable,51,2.962714433670044,0.2728424072265625,19.81514549255371,14.35730266571045,0.04575815796852112,0.38922226428985596,0.461581289768219,-3.515037775039673,-8.88927936553955
IFAD-0,comparable,52,2.9476099014282227,0.2787666320800781,24.88994598388672,20.737503051757812,0.008021005429327488,0.435040146112442,0.4019871652126312,-0.6063145399093628,-4.679989814758301
IFAD-0,comparable,53,3.001126527786255,0.26581594347953796,24.72978973388672,14.759626388549805,0.04329464212059975,0.36195874214172363,0.5183964371681213,-0.35319310426712036,-10.247346878051758
IFAD-0,comparable,54,2.9595351219177246,0.27686771750450134,17.69133186340332,14.961097717285156,0.004299173131585121,0.41573408246040344,0.4564112722873688,-6.282618999481201,-9.455785751342773
IFAD-0,comparable,55,2.955784797668457,0.2726496160030365,19.62992286682129,13.66208553314209,0.02466004155576229,0.3890964984893799,0.5438313484191895,-3.2364749908447266,-10.764352798461914
IFAD-0,comparable,56,2.9843037128448486,0.2755866050720215,19.659406661987305,17.16960906982422,0.010393966920673847,0.42265158891677856,0.4544828236103058,-3.4949424266815186,-8.043000221252441
IFAD-0,comparable,57,3.065596103668213,0.27392035722732544,20.83018684387207,29.23533058166504,0.010384079068899155,0.48636722564697266,0.3726087212562561,-2.6990232467651367,-7.8602800369262695
IFAD-0,comparable,58,2.9308338165283203,0.2801872789859772,17.548877716064453,14.339730262756348,0.007227359805256128,0.4080917537212372,0.34811708331108093,-6.871525287628174,-8.591731071472168
IFAD-0,comparable,59,2.867070436477661,0.282349556684494,20.161535263061523,13.796810150146484,0.0023786150850355625,0.40869683027267456,0.5416441559791565,-2.8484721183776855,-6.956144332885742
IFAD-0,comparable,60,2.8714005947113037,0.28217458724975586,18.38284683227539,14.752163887023926,0.01962987147271633,0.40746137499809265,0.4915444254875183,-5.607363224029541,-9.818239212036133
IFAD-0,comparable,61,2.929497718811035,0.27131563425064087,24.072063446044922,13.578574180603027,0.04947004094719887,0.3573702275753021,0.5470254421234131,-0.8562533259391785,-9.14391803741455
IFAD-0,comparable,62,2.8855268955230713,0.2835034132003784,18.21453285217285,14.132546424865723,0.0073431022465229034,0.4050884544849396,0.560703694820404,-3.911290407180786,-13.149571418762207
IFAD-0,comparable,63,3.0317366123199463,0.30048713088035583,16.964014053344727,16.507509231567383,0.02139519527554512,0.43946629762649536,0.4486924707889557,-3.7809925079345703,-10.344682693481445
IFAD-0,comparable,64,2.999288320541382,0.2693895995616913,20.63344383239746,13.946338653564453,0.02007880061864853,0.38334956765174866,0.5213095545768738,-2.4231464862823486,-9.477733612060547
IFAD-0,comparable,65,2.9090662002563477,0.30078640580177307,17.542686462402344,10.421906471252441,0.008131801150739193,0.3675517141819,0.5037402510643005,-3.3847501277923584,-10.967367172241211
IFAD-0,comparable,66,2.8849618434906006,0.2859047055244446,16.98016357421875,14.190735816955566,0.010018565692007542,0.4075163006782532,0.4737546443939209,-5.859837532043457,-13.03498363494873
IFAD-0,comparable,67,3.0153446197509766,0.27046138048171997,21.283647537231445,14.377633094787598,0.005576306954026222,0.39473432302474976,0.5188871622085571,-2.295100212097168,-7.171888828277588
IFAD-0,comparable,68,2.8760929107666016,0.28098127245903015,18.30948829650879,12.74174690246582,0.033805955201387405,0.38859477639198303,0.5626838207244873,-4.271676063537598,-12.197864532470703
IFAD-0,comparable,69,2.7184536457061768,0.2992323935031891,18.17327117919922,13.88177490234375,0.011453785002231598,0.41084200143814087,0.490032434463501,-4.375860214233398,-9.504805564880371
IFAD-0,comparable,70,2.7259464263916016,0.2914421260356903,18.49927520751953,10.912030220031738,0.001965332543477416,0.38167208433151245,0.5641767978668213,-5.553735733032227,-10.820295333862305
IFAD-0,comparable,71,2.957113265991211,0.27525004744529724,19.701766967773438,14.783292770385742,0.013860057108104229,0.4024072587490082,0.5162650942802429,-3.5134453773498535,-8.364767074584961
IFAD-0,comparable,72,2.8187286853790283,0.28933265805244446,17.591581344604492,11.849860191345215,0.015886958688497543,0.3944421112537384,0.5533852577209473,-6.597760200500488,-8.143898963928223
IFAD-0,comparable,73,2.9485228061676025,0.2774655222892761,18.747940063476562,16.06696319580078,0.006478415336459875,0.4224715828895569,0.5238962769508362,-4.964696407318115,-8.61718463897705
IFAD-0,comparable,74,2.7755188941955566,0.29300424456596375,18.2552433013916,13.772686004638672,0.00529971718788147,0.40799450874328613,0.558783233165741,-5.060952186584473,-9.31270694732666
IFAD-0,comparable,75,2.959348440170288,0.2768110930919647,19.546693801879883,17.595705032348633,0.0014449537266045809,0.42598846554756165,0.458880752325058,-3.7005133628845215,-9.939692497253418
IFAD-0,comparable,76,2.9853076934814453,0.3025745153427124,12.644147872924805,96.70635223388672,0.2720147371292114,0.45187312364578247,0.045976996421813965,-7.230032920837402,-8.073808670043945
IFAD-0,comparable,77,3.0108048915863037,0.27243611216545105,19.790502548217773,16.36050033569336,0.01378872711211443,0.4148085415363312,0.49695149064064026,-3.3593828678131104,-8.42300033569336
IFAD-0,comparable,78,2.9955174922943115,0.2668069899082184,24.13701629638672,15.025976181030273,0.02896798960864544,0.36794576048851013,0.49217405915260315,-0.7221450805664062,-9.37873363494873
IFAD-0,comparable,79,2.99072265625,0.2775315046310425,17.666255950927734,17.57456398010254,0.0017742436612024903,0.4400412142276764,0.428007572889328,-6.281705379486084,-9.304924964904785
IFAD-0,comparable,80,2.987499952316284,0.26612207293510437,24.60384178161621,13.08976936340332,0.08655280619859695,0.34316015243530273,0.5306895971298218,-0.3359454870223999,-10.2435302734375
IFAD-0,comparable,81,2.944080114364624,0.27148205041885376,22.124343872070312,12.393754005432129,0.059521619230508804,0.359524667263031,0.5536106824874878,-1.486833095550537,-8.916861534118652
IFAD-0,comparable,82,2.9919605255126953,0.27454933524131775,21.630531311035156,16.973424911499023,0.011808793060481548,0.4120827615261078,0.454773485660553,-2.124056339263916,-6.860720634460449
IFAD-0,comparable,83,2.968987464904785,0.27222421765327454,20.536590576171875,14.568222045898438,0.019653553143143654,0.38705751299858093,0.4283563792705536,-2.340679883956909,-10.58258056640625
IFAD-0,comparable,84,2.912431478500366,0.27446475625038147,20.19230842590332,10.484329223632812,0.03246425464749336,0.35857200622558594,0.4795609712600708,-2.955718755722046,-8.52308464050293
IFAD-0,comparable,85,2.9170920848846436,0.2763654887676239,19.422353744506836,11.999281883239746,0.00033571087988093495,0.38704586029052734,0.5769485235214233,-3.8330490589141846,-8.522265434265137
IFAD-0,comparable,86,2.768878936767578,0.2842097282409668,20.20897674560547,9.956079483032227,0.024488409981131554,0.36045295000076294,0.5771176815032959,-3.0853376388549805,-11.158203125
IFAD-0,comparable,87,3.0101094245910645,0.2726922631263733,19.103899002075195,15.901549339294434,0.0072691719979047775,0.4171307384967804,0.4499100148677826,-4.360928058624268,-8.068963050842285
IFAD-0,comparable,88,3.007563591003418,0.27281349897384644,20.17060661315918,14.051719665527344,0.015233372338116169,0.4008752703666687,0.5381470918655396,-3.1096208095550537,-7.193836688995361
IFAD-0,comparable,89,2.9424030780792236,0.2737835645675659,18.91145896911621,12.431714057922363,0.020393531769514084,0.38351696729660034,0.5443931221961975,-4.143050193786621,-9.794109344482422
IFAD-0,comparable,90,2.9356892108917236,0.2746836245059967,19.05907440185547,11.961823463439941,0.01877719536423683,0.38065916299819946,0.5611646175384521,-3.7002198696136475,-10.46568775177002
IFAD-0,comparable,91,3.0041439533233643,0.26792827248573303,23.910680770874023,16.936857223510742,0.005423812195658684,0.3891181945800781,0.4881461560726166,-0.7669767737388611,-10.80091381072998
IFAD-0,comparable,92,2.936721086502075,0.2749744653701782,19.010040283203125,12.56578540802002,0.026583781465888023,0.3823706805706024,0.5186029076576233,-3.7246463298797607,-11.048592567443848
IFAD-0,comparable,93,2.9004411697387695,0.27507221698760986,20.432140350341797,11.972557067871094,0.038713838905096054,0.3701191246509552,0.5381951928138733,-2.867689371109009,-8.976075172424316
IFAD-0,comparable,94,2.89424467086792,0.279826819896698,21.541717529296875,13.902338027954102,0.0019352377858012915,0.3891832232475281,0.5080536603927612,-2.010678291320801,-7.9284820556640625
IFAD-0,comparable,95,2.9778530597686768,0.27244067192077637,19.027616500854492,14.256758689880371,0.02644149586558342,0.39789247512817383,0.47965940833091736,-4.244466304779053,-9.121673583984375
IFAD-0,comparable,96,2.9026780128479004,0.27741846442222595,19.52065658569336,12.949645042419434,0.00711439922451973,0.386562705039978,0.5380486845970154,-3.0083048343658447,-11.795106887817383
IFAD-0,comparable,97,3.0014915466308594,0.27483513951301575,18.425382614135742,16.261028289794922,0.03461321443319321,0.4212694764137268,0.44178375601768494,-5.350637912750244,-8.105477333068848
IFAD-0,comparable,98,3.0738532543182373,0.27035486698150635,19.69540786743164,17.46615982055664,0.03759681433439255,0.42834165692329407,0.4956930875778198,-3.5350518226623535,-7.500626087188721
IFAD-0,comparable,99,3.0258169174194336,0.27274563908576965,20.31804084777832,15.59492301940918,0.011899301782250404,0.41111770272254944,0.5134172439575195,-2.4953339099884033,-8.224764823913574
IFAD-0.97,comparable,0,3.0460128784179688,0.22519436478614807,19.541038513183594,15.33981990814209,0.04989176243543625,0.37025734782218933,0.33320367336273193,-3.7823357582092285,-11.560638427734375
IFAD-0.97,comparable,1,3.0986268520355225,0.22174948453903198,24.849342346191406,16.785324096679688,0.0674690529704094,0.3547142744064331,0.36172446608543396,-0.9100801348686218,-9.193991661071777
IFAD-0.97,comparable,2,3.0723531246185303,0.22588331997394562,20.731170654296875,15.02034854888916,0.03563588485121727,0.3765285611152649,0.5453710556030273,-2.8045241832733154,-10.79082202911377
IFAD-0.97,comparable,3,3.058213710784912,0.22561948001384735,19.876747131347656,14.90113639831543,0.04727901145815849,0.3818857669830322,0.5076699256896973,-3.5521786212921143,-11.072888374328613
IFAD-0.97,comparable,4,3.020408868789673,0.2310161292552948,18.740861892700195,14.69054889678955,0.06316585838794708,0.38448235392570496,0.5403086543083191,-4.515676975250244,-11.966879844665527
IFAD-0.97,comparable,5,3.075129985809326,0.22356341779232025,19.87903594970703,14.943331718444824,0.02747923880815506,0.3831917643547058,0.5793491005897522,-3.5729615688323975,-11.183058738708496
IFAD-0.97,comparable,6,3.074986696243286,0.22172346711158752,21.990320205688477,15.547688484191895,0.06294935941696167,0.3654494285583496,0.4837298095226288,-2.1588633060455322,-10.625089645385742
IFAD-0.97,comparable,7,3.092500925064087,0.22231899201869965,23.980770111083984,16.723787307739258,0.055212561041116714,0.3700309097766876,0.496753990650177,-1.2146435976028442,-9.337196350097656
IFAD-0.97,comparable,8,3.0685555934906006,0.22551652789115906,21.00039291381836,12.538588523864746,0.17708539962768555,0.3206818103790283,0.3054596483707428,-2.844604253768921,-11.448667526245117
IFAD-0.97,comparable,9,3.088992118835449,0.2239137589931488,22.380298614501953,15.528244018554688,0.029733145609498024,0.36547577381134033,0.4816705286502838,-1.997359037399292,-10.405109405517578
IFAD-0.97,comparable,10,3.0558245182037354,0.22576496005058289,20.991207122802734,14.874852180480957,0.050789862871170044,0.36730048060417175,0.39890921115875244,-2.7860636711120605,-11.451411247253418
IFAD-0.97,comparable,11,3.0511958599090576,0.22572091221809387,19.1677188873291,6.654186248779297,0.16210228204727173,0.26670724153518677,0.3998810648918152,-3.858707904815674,-10.623170852661133
IFAD-0.97,comparable,12,3.025836229324341,0.22756488621234894,17.015247344970703,15.620884895324707,0.026987649500370026,0.4014965891838074,0.48179149627685547,-6.619046211242676,-12.246329307556152
IFAD-0.97,comparable,13,3.048482894897461,0.22551724314689636,24.7379150390625,15.356876373291016,0.12931260466575623,0.3349286615848541,0.41899728775024414,-0.848766565322876,-12.670930862426758
IFAD-0.97,comparable,14,3.044172763824463,0.22741368412971497,19.346370697021484,14.681283950805664,0.003708909498527646,0.3864647448062897,0.5602825284004211,-3.944070339202881,-11.81678295135498
IFAD-0.97,comparable,15,3.0936174392700195,0.2229180932044983,21.131711959838867,15.058842658996582,0.07274660468101501,0.3676925003528595,0.437801331281662,-2.592714548110962,-10.759313583374023
IFAD-0.97,comparable,16,3.0864524841308594,0.22507928311824799,23.101728439331055,16.27000617980957,0.026010118424892426,0.36550474166870117,0.36695238947868347,-1.4532766342163086,-8.619341850280762
IFAD-0.97,comparable,17,3.0850162506103516,0.22482742369174957,22.055124282836914,15.388260841369629,0.015500390902161598,0.3571963906288147,0.2689093351364136,-2.153973340988159,-11.071776390075684
IFAD-0.97,comparable,18,3.0554234981536865,0.224261075258255,21.035213470458984,14.905517578125,0.06410370022058487,0.3695341944694519,0.50562983751297,-2.569990634918213,-11.576251983642578
IFAD-0.97,comparable,19,3.0428221225738525,0.22607749700546265,21.975080490112305,15.004081726074219,0.09439181536436081,0.3587953448295593,0.5054892897605896,-2.113245725631714,-11.89515209197998
IFAD-0.97,comparable,20,3.095151424407959,0.2261238694190979,20.581642150878906,15.10189437866211,0.037355855107307434,0.37651896476745605,0.5015342831611633,-3.031635046005249,-10.308063507080078
IFAD-0.97,comparable,21,3.1004464626312256,0.22282637655735016,24.399892807006836,16.403095245361328,0.07281291484832764,0.35264769196510315,0.29346993565559387,-0.9246553182601929,-8.626077651977539
IFAD-0.97,comparable,22,3.0861282348632812,0.2268352210521698,21.871810913085938,15.937189102172852,0.07503800094127655,0.3676755428314209,0.4152389466762543,-2.305786609649658,-9.540395736694336
IFAD-0.97,comparable,23,3.0757312774658203,0.22426211833953857,22.287038803100586,15.393327713012695,0.07832091301679611,0.3607507050037384,0.4527817964553833,-2.0006535053253174,-10.833198547363281
IFAD-0.97,comparable,24,3.0705714225769043,0.2232055813074112,20.644086837768555,15.09506893157959,0.019874293357133865,0.3734810948371887,0.3958693742752075,-2.892340898513794,-10.514823913574219
IFAD-0.97,comparable,25,3.0702199935913086,0.22719170153141022,23.259990692138672,16.34864616394043,0.059278201311826706,0.35320430994033813,0.06686732918024063,-1.4979126453399658,-9.192479133605957
IFAD-0.97,comparable,26,3.086979389190674,0.2244207262992859,21.491802215576172,15.431533813476562,0.024010170251131058,0.3600427210330963,0.34455037117004395,-2.4266321659088135,-10.30459213256836
IFAD-0.97,comparable,27,3.084857940673828,0.22508732974529266,20.809829711914062,15.370561599731445,0.01832062378525734,0.37794435024261475,0.42026716470718384,-2.887213945388794,-10.452176094055176
IFAD-0.97,comparable,28,3.102771759033203,0.22209502756595612,22.728816986083984,15.638835906982422,0.02077973261475563,0.36820200085639954,0.4766118824481964,-1.8227232694625854,-10.333375930786133
IFAD-0.97,comparable,29,3.058716058731079,0.22475089132785797,26.551023483276367,17.02802276611328,0.025256257504224777,0.3511243462562561,0.318940669298172,-0.09890247136354446,-6.904508113861084
IFAD-0.97,comparable,30,3.0796995162963867,0.22697149217128754,21.96431541442871,14.985719680786133,0.020481199026107788,0.3540443480014801,0.02280823513865471,-2.1046571731567383,-10.675050735473633
IFAD-0.97,comparable,31,3.101710796356201,0.22250279784202576,22.305002212524414,15.485294342041016,0.025725869461894035,0.37230294942855835,0.4713042974472046,-1.967748999595642,-10.4579439163208
IFAD-0.97,comparable,32,3.0335280895233154,0.22888879477977753,19.502248764038086,13.512149810791016,0.019503960385918617,0.3691433370113373,0.5447493195533752,-3.548240900039673,-14.49942684173584
IFAD-0.97,comparable,33,3.089087724685669,0.2217429280281067,21.31566619873047,15.118951797485352,0.0392502062022686,0.3647267818450928,0.4104228913784027,-2.622056722640991,-10.574435234069824
IFAD-0.97,comparable,34,3.0838582515716553,0.22425825893878937,20.937074661254883,15.157340049743652,0.030934523791074753,0.36892515420913696,0.35446077585220337,-2.83720064163208,-10.674266815185547
IFAD-0.97,comparable,35,3.0758602619171143,0.22441403567790985,21.647720336914062,15.290898323059082,0.04856173321604729,0.37748515605926514,0.5018877387046814,-2.3132426738739014,-10.60090446472168
IFAD-0.97,comparable,36,3.058016777038574,0.22496335208415985,20.99851417541504,15.580841064453125,0.05566807836294174,0.3730790913105011,0.5049504041671753,-2.680523633956909,-10.714292526245117
IFAD-0.97,comparable,37,3.089080333709717,0.22120222449302673,21.532499313354492,15.509676933288574,0.02566259354352951,0.37072375416755676,0.31660252809524536,-2.4045090675354004,-10.59161376953125
IFAD-0.97,comparable,38,3.095964193344116,0.22065410017967224,23.04009437561035,15.424541473388672,0.05985419824719429,0.34898701310157776,0.3590690493583679,-1.626429557800293,-10.505958557128906
IFAD-0.97,comparable,39,3.1018941402435303,0.22362129390239716,21.641258239746094,15.632688522338867,0.019915947690606117,0.36844801902770996,0.40453553199768066,-2.2965683937072754,-9.936578750610352
IFAD-0.97,comparable,40,3.0825412273406982,0.2240523099899292,21.97568702697754,15.080869674682617,0.03931723162531853,0.3630388081073761,0.4882347583770752,-2.0687673091888428,-10.161901473999023
IFAD-0.97,comparable,41,3.0444860458374023,0.22816742956638336,22.715530395507812,15.775771141052246,0.004988896660506725,0.36388352513313293,0.3551951050758362,-1.4451624155044556,-8.296416282653809
IFAD-0.97,comparable,42,3.071131944656372,0.22727490961551666,21.71936798095703,15.04967212677002,0.027310892939567566,0.3596501350402832,0.21215420961380005,-2.230036735534668,-10.634663581848145
IFAD-0.97,comparable,43,3.019216299057007,0.2301161140203476,19.703657150268555,13.287135124206543,0.030953308567404747,0.36849966645240784,0.5694515705108643,-3.1567728519439697,-16.314924240112305
IFAD-0.97,comparable,44,3.0934829711914062,0.2227555364370346,21.779399871826172,15.520085334777832,0.09317027777433395,0.3658435642719269,0.5163556933403015,-2.142136335372925,-10.335289001464844
IFAD-0.97,comparable,45,3.050081968307495,0.22714178264141083,19.53761863708496,14.66270637512207,0.027065828442573547,0.3803430199623108,0.4845605194568634,-3.8220553398132324,-11.567723274230957
IFAD-0.97,comparable,46,5.026180744171143,0.2513074576854706,19.145227432250977,0.08413220942020416,0.3015671670436859,0.01820109598338604,0.020189184695482254,-2.752408504486084,-12.938400268554688
IFAD-0.97,comparable,47,3.1021721363067627,0.2208215296268463,23.090068817138672,16.374591827392578,0.05574855953454971,0.36514410376548767,0.4513978362083435,-1.58148992061615,-9.683791160583496
IFAD-0.97,comparable,48,3.0469226837158203,0.22512711584568024,22.32682228088379,16.06723403930664,0.059269655495882034,0.37769705057144165,0.38704240322113037,-1.6071292161941528,-8.080426216125488
IFAD-0.97,comparable,49,3.0655517578125,0.2286434769630432,21.524415969848633,16.23957633972168,0.012803408317267895,0.3945152759552002,0.4818800091743469,-2.452536106109619,-8.824677467346191
